iter 	 t 	 dt 	 Density[kg/m3] 	 Pressure[Pascal] 	 Temperature[K] 	Ar 	CO2 	H2O 	N2 	O1D 	O 	O2 	O3 	M 	
221 	 2.1478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.5544742658e-17 	7.4126230149e-06 	7.5000741843e-01 	6.8350813863e-07 	4.6373815300e-13 	
222 	 2.1578889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.5366807972e-17 	7.4204387235e-06 	7.5000742625e-01 	6.7568428570e-07 	4.6373815300e-13 	
223 	 2.1678889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.5190909939e-17 	7.4281649649e-06 	7.5000743399e-01 	6.6794998517e-07 	4.6373815300e-13 	
224 	 2.1778889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.5017025252e-17 	7.4358027632e-06 	7.5000744164e-01 	6.6030421212e-07 	4.6373815300e-13 	
225 	 2.1878889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.4845130866e-17 	7.4433531308e-06 	7.5000744920e-01 	6.5274595334e-07 	4.6373815300e-13 	
226 	 2.1978889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.4675204004e-17 	7.4508170686e-06 	7.5000745668e-01 	6.4527420723e-07 	4.6373815300e-13 	
227 	 2.2078889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.4507222147e-17 	7.4581955660e-06 	7.5000746407e-01 	6.3788798365e-07 	4.6373815300e-13 	
228 	 2.2178889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.4341163033e-17 	7.4654896009e-06 	7.5000747138e-01 	6.3058630378e-07 	4.6373815300e-13 	
229 	 2.2278889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.4177004657e-17 	7.4727001403e-06 	7.5000747860e-01 	6.2336820000e-07 	4.6373815300e-13 	
230 	 2.2378889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.4014725264e-17 	7.4798281399e-06 	7.5000748574e-01 	6.1623271578e-07 	4.6373815300e-13 	
231 	 2.2478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.3854303349e-17 	7.4868745445e-06 	7.5000749279e-01 	6.0917890553e-07 	4.6373815300e-13 	
232 	 2.2578889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.3695717654e-17 	7.4938402883e-06 	7.5000749977e-01 	6.0220583446e-07 	4.6373815300e-13 	
233 	 2.2678889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.3538947161e-17 	7.5007262946e-06 	7.5000750667e-01 	5.9531257850e-07 	4.6373815300e-13 	
234 	 2.2778889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.3383971096e-17 	7.5075334760e-06 	7.5000751349e-01 	5.8849822416e-07 	4.6373815300e-13 	
235 	 2.2878889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.3230768921e-17 	7.5142627350e-06 	7.5000752023e-01 	5.8176186837e-07 	4.6373815300e-13 	
236 	 2.2978889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.3079320334e-17 	7.5209149635e-06 	7.5000752689e-01 	5.7510261842e-07 	4.6373815300e-13 	
237 	 2.3078889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.2929605263e-17 	7.5274910434e-06 	7.5000753348e-01 	5.6851959182e-07 	4.6373815300e-13 	
238 	 2.3178889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.2781603868e-17 	7.5339918462e-06 	7.5000753999e-01 	5.6201191615e-07 	4.6373815300e-13 	
239 	 2.3278889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.2635296535e-17 	7.5404182337e-06 	7.5000754642e-01 	5.5557872902e-07 	4.6373815300e-13 	
240 	 2.3378889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.2490663876e-17 	7.5467710578e-06 	7.5000755279e-01 	5.4921917786e-07 	4.6373815300e-13 	
241 	 2.3478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.2347686723e-17 	7.5530511605e-06 	7.5000755908e-01 	5.4293241988e-07 	4.6373815300e-13 	
242 	 2.3578889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.2206346129e-17 	7.5592593742e-06 	7.5000756529e-01 	5.3671762194e-07 	4.6373815300e-13 	
243 	 2.3678889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.2066623361e-17 	7.5653965220e-06 	7.5000757144e-01 	5.3057396043e-07 	4.6373815300e-13 	
244 	 2.3778889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.1928499903e-17 	7.5714634174e-06 	7.5000757752e-01 	5.2450062114e-07 	4.6373815300e-13 	
245 	 2.3878889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.1791957451e-17 	7.5774608644e-06 	7.5000758352e-01 	5.1849679923e-07 	4.6373815300e-13 	
246 	 2.3978889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.1656977909e-17 	7.5833896581e-06 	7.5000758946e-01 	5.1256169902e-07 	4.6373815300e-13 	
247 	 2.4078889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.1523543388e-17 	7.5892505844e-06 	7.5000759533e-01 	5.0669453395e-07 	4.6373815300e-13 	
248 	 2.4178889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.1391636206e-17 	7.5950444202e-06 	7.5000760114e-01 	5.0089452649e-07 	4.6373815300e-13 	
249 	 2.4278889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.1261238880e-17 	7.6007719334e-06 	7.5000760687e-01 	4.9516090796e-07 	4.6373815300e-13 	
250 	 2.4378889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.1132334130e-17 	7.6064338833e-06 	7.5000761254e-01 	4.8949291852e-07 	4.6373815300e-13 	
251 	 2.4478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.1004904872e-17 	7.6120310203e-06 	7.5000761815e-01 	4.8388980700e-07 	4.6373815300e-13 	
252 	 2.4578889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.0878934219e-17 	7.6175640865e-06 	7.5000762369e-01 	4.7835083083e-07 	4.6373815300e-13 	
253 	 2.4678889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.0754405475e-17 	7.6230338152e-06 	7.5000762917e-01 	4.7287525594e-07 	4.6373815300e-13 	
254 	 2.4778889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.0631302138e-17 	7.6284409315e-06 	7.5000763459e-01 	4.6746235668e-07 	4.6373815300e-13 	
255 	 2.4878889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.0509607892e-17 	7.6337861521e-06 	7.5000763994e-01 	4.6211141566e-07 	4.6373815300e-13 	
256 	 2.4978889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.0389306609e-17 	7.6390701855e-06 	7.5000764523e-01 	4.5682172375e-07 	4.6373815300e-13 	
257 	 2.5078889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.0270382346e-17 	7.6442937322e-06 	7.5000765046e-01 	4.5159257990e-07 	4.6373815300e-13 	
258 	 2.5178889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.0152819343e-17 	7.6494574845e-06 	7.5000765564e-01 	4.4642329109e-07 	4.6373815300e-13 	
259 	 2.5278889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.0036602018e-17 	7.6545621270e-06 	7.5000766075e-01 	4.4131317225e-07 	4.6373815300e-13 	
260 	 2.5378889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	9.9217149690e-18 	7.6596083362e-06 	7.5000766580e-01 	4.3626154613e-07 	4.6373815300e-13 	
261 	 2.5478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	9.8081429703e-18 	7.6645967811e-06 	7.5000767080e-01 	4.3126774324e-07 	4.6373815300e-13 	
262 	 2.5578889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	9.6958709699e-18 	7.6695281229e-06 	7.5000767574e-01 	4.2633110174e-07 	4.6373815300e-13 	
263 	 2.5678889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	9.5848840885e-18 	7.6744030152e-06 	7.5000768062e-01 	4.2145096738e-07 	4.6373815300e-13 	
264 	 2.5778889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	9.4751676167e-18 	7.6792221043e-06 	7.5000768545e-01 	4.1662669339e-07 	4.6373815300e-13 	
265 	 2.5878889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	9.3667070136e-18 	7.6839860290e-06 	7.5000769022e-01 	4.1185764040e-07 	4.6373815300e-13 	
266 	 2.5978889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	9.2594879049e-18 	7.6886954206e-06 	7.5000769494e-01 	4.0714317636e-07 	4.6373815300e-13 	
267 	 2.6078889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	9.1534960806e-18 	7.6933509036e-06 	7.5000769960e-01 	4.0248267645e-07 	4.6373815300e-13 	
268 	 2.6178889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	9.0487174932e-18 	7.6979530949e-06 	7.5000770421e-01 	3.9787552302e-07 	4.6373815300e-13 	
269 	 2.6278889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	8.9451382563e-18 	7.7025026046e-06 	7.5000770877e-01 	3.9332110546e-07 	4.6373815300e-13 	
270 	 2.6378889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	8.8427446423e-18 	7.7070000358e-06 	7.5000771327e-01 	3.8881882016e-07 	4.6373815300e-13 	
271 	 2.6478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	8.7415230805e-18 	7.7114459845e-06 	7.5000771772e-01 	3.8436807042e-07 	4.6373815300e-13 	
272 	 2.6578889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	8.6414601558e-18 	7.7158410403e-06 	7.5000772213e-01 	3.7996826637e-07 	4.6373815300e-13 	
273 	 2.6678889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	8.5425426064e-18 	7.7201857855e-06 	7.5000772648e-01 	3.7561882490e-07 	4.6373815300e-13 	
274 	 2.6778889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	8.4447573225e-18 	7.7244807962e-06 	7.5000773078e-01 	3.7131916954e-07 	4.6373815300e-13 	
275 	 2.6878889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	8.3480913442e-18 	7.7287266416e-06 	7.5000773503e-01 	3.6706873046e-07 	4.6373815300e-13 	
276 	 2.6978889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	8.2525318600e-18 	7.7329238846e-06 	7.5000773924e-01 	3.6286694432e-07 	4.6373815300e-13 	
277 	 2.7078889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	8.1580662049e-18 	7.7370730815e-06 	7.5000774339e-01 	3.5871325424e-07 	4.6373815300e-13 	
278 	 2.7178889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	8.0646818589e-18 	7.7411747823e-06 	7.5000774750e-01 	3.5460710972e-07 	4.6373815300e-13 	
279 	 2.7278889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	7.9723664454e-18 	7.7452295307e-06 	7.5000775156e-01 	3.5054796655e-07 	4.6373815300e-13 	
280 	 2.7378889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	7.8811077293e-18 	7.7492378641e-06 	7.5000775558e-01 	3.4653528675e-07 	4.6373815300e-13 	
281 	 2.7478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	7.7908936157e-18 	7.7532003140e-06 	7.5000775955e-01 	3.4256853850e-07 	4.6373815300e-13 	
282 	 2.7578889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	7.7017121478e-18 	7.7571174055e-06 	7.5000776347e-01 	3.3864719606e-07 	4.6373815300e-13 	
283 	 2.7678889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	7.6135515061e-18 	7.7609896578e-06 	7.5000776735e-01 	3.3477073971e-07 	4.6373815300e-13 	
284 	 2.7778889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	7.5264000061e-18 	7.7648175843e-06 	7.5000777118e-01 	3.3093865569e-07 	4.6373815300e-13 	
285 	 2.7878889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	7.4402460969e-18 	7.7686016923e-06 	7.5000777497e-01 	3.2715043611e-07 	4.6373815300e-13 	
286 	 2.7978889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	7.3550783601e-18 	7.7723424834e-06 	7.5000777872e-01 	3.2340557888e-07 	4.6373815300e-13 	
287 	 2.8078889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	7.2708855079e-18 	7.7760404536e-06 	7.5000778242e-01 	3.1970358769e-07 	4.6373815300e-13 	
288 	 2.8178889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	7.1876563815e-18 	7.7796960929e-06 	7.5000778609e-01 	3.1604397187e-07 	4.6373815300e-13 	
289 	 2.8278889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	7.1053799501e-18 	7.7833098859e-06 	7.5000778971e-01 	3.1242624640e-07 	4.6373815300e-13 	
290 	 2.8378889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	7.0240453089e-18 	7.7868823117e-06 	7.5000779328e-01 	3.0884993178e-07 	4.6373815300e-13 	
291 	 2.8478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	6.9436416780e-18 	7.7904138438e-06 	7.5000779682e-01 	3.0531455404e-07 	4.6373815300e-13 	
292 	 2.8578889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	6.8641584010e-18 	7.7939049503e-06 	7.5000780032e-01 	3.0181964458e-07 	4.6373815300e-13 	
293 	 2.8678889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	6.7855849433e-18 	7.7973560940e-06 	7.5000780377e-01 	2.9836474022e-07 	4.6373815300e-13 	
294 	 2.8778889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	6.7079108909e-18 	7.8007677323e-06 	7.5000780719e-01 	2.9494938304e-07 	4.6373815300e-13 	
295 	 2.8878889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	6.6311259491e-18 	7.8041403174e-06 	7.5000781057e-01 	2.9157312037e-07 	4.6373815300e-13 	
296 	 2.8978889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	6.5552199408e-18 	7.8074742965e-06 	7.5000781391e-01 	2.8823550474e-07 	4.6373815300e-13 	
297 	 2.9078889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	6.4801828057e-18 	7.8107701114e-06 	7.5000781721e-01 	2.8493609377e-07 	4.6373815300e-13 	
298 	 2.9178889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	6.4060045983e-18 	7.8140281990e-06 	7.5000782047e-01 	2.8167445018e-07 	4.6373815300e-13 	
299 	 2.9278889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	6.3326754872e-18 	7.8172489911e-06 	7.5000782370e-01 	2.7845014165e-07 	4.6373815300e-13 	
300 	 2.9378889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	6.2601857534e-18 	7.8204329148e-06 	7.5000782689e-01 	2.7526274086e-07 	4.6373815300e-13 	
301 	 2.9478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	6.1885257892e-18 	7.8235803920e-06 	7.5000783004e-01 	2.7211182534e-07 	4.6373815300e-13 	
302 	 2.9578889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	6.1176860967e-18 	7.8266918400e-06 	7.5000783316e-01 	2.6899697747e-07 	4.6373815300e-13 	
303 	 2.9678889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	6.0476572869e-18 	7.8297676711e-06 	7.5000783624e-01 	2.6591778441e-07 	4.6373815300e-13 	
304 	 2.9778889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	5.9784300782e-18 	7.8328082931e-06 	7.5000783929e-01 	2.6287383805e-07 	4.6373815300e-13 	
305 	 2.9878889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	5.9099952952e-18 	7.8358141091e-06 	7.5000784230e-01 	2.5986473493e-07 	4.6373815300e-13 	
306 	 2.9978889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	5.8423438676e-18 	7.8387855174e-06 	7.5000784527e-01 	2.5689007624e-07 	4.6373815300e-13 	
