iter 	 t 	 dt 	 Density[kg/m3] 	 Pressure[Pascal] 	 Temperature[K] 	Ar 	CO2 	H2O 	N2 	O1D 	O 	O2 	O3 	M 	
746 	 7.3978889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.6859223516e-20 	8.0937841688e-06 	7.5000810068e-01 	1.6207141734e-09 	4.6373815300e-13 	
747 	 7.4078889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.6437290234e-20 	8.0938027365e-06 	7.5000810070e-01 	1.6021616054e-09 	4.6373815300e-13 	
748 	 7.4178889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.6020186887e-20 	8.0938210921e-06 	7.5000810071e-01 	1.5838214115e-09 	4.6373815300e-13 	
749 	 7.4278889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.5607858187e-20 	8.0938392380e-06 	7.5000810073e-01 	1.5656911607e-09 	4.6373815300e-13 	
750 	 7.4378889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.5200249477e-20 	8.0938571765e-06 	7.5000810075e-01 	1.5477684496e-09 	4.6373815300e-13 	
751 	 7.4478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.4797306728e-20 	8.0938749102e-06 	7.5000810077e-01 	1.5300509026e-09 	4.6373815300e-13 	
752 	 7.4578889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.4398976526e-20 	8.0938924412e-06 	7.5000810079e-01 	1.5125361711e-09 	4.6373815300e-13 	
753 	 7.4678889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.4005206072e-20 	8.0939097720e-06 	7.5000810080e-01 	1.4952219334e-09 	4.6373815300e-13 	
754 	 7.4778889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.3615943169e-20 	8.0939269048e-06 	7.5000810082e-01 	1.4781058946e-09 	4.6373815300e-13 	
755 	 7.4878889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.3231136219e-20 	8.0939438419e-06 	7.5000810084e-01 	1.4611857856e-09 	4.6373815300e-13 	
756 	 7.4978889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.2850734214e-20 	8.0939605855e-06 	7.5000810085e-01 	1.4444593638e-09 	4.6373815300e-13 	
757 	 7.5078889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.2474686730e-20 	8.0939771379e-06 	7.5000810087e-01 	1.4279244119e-09 	4.6373815300e-13 	
758 	 7.5178889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.2102943919e-20 	8.0939935012e-06 	7.5000810089e-01 	1.4115787381e-09 	4.6373815300e-13 	
759 	 7.5278889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.1735456506e-20 	8.0940096777e-06 	7.5000810090e-01 	1.3954201759e-09 	4.6373815300e-13 	
760 	 7.5378889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.1372175778e-20 	8.0940256693e-06 	7.5000810092e-01 	1.3794465832e-09 	4.6373815300e-13 	
761 	 7.5478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.1013053582e-20 	8.0940414784e-06 	7.5000810093e-01 	1.3636558427e-09 	4.6373815300e-13 	
762 	 7.5578889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.0658042312e-20 	8.0940571068e-06 	7.5000810095e-01 	1.3480458612e-09 	4.6373815300e-13 	
763 	 7.5678889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	3.0307094912e-20 	8.0940725568e-06 	7.5000810096e-01 	1.3326145696e-09 	4.6373815300e-13 	
764 	 7.5778889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.9960164861e-20 	8.0940878304e-06 	7.5000810098e-01 	1.3173599224e-09 	4.6373815300e-13 	
765 	 7.5878889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.9617206173e-20 	8.0941029295e-06 	7.5000810100e-01 	1.3022798976e-09 	4.6373815300e-13 	
766 	 7.5978889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.9278173385e-20 	8.0941178562e-06 	7.5000810101e-01 	1.2873724961e-09 	4.6373815300e-13 	
767 	 7.6078889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.8943021559e-20 	8.0941326124e-06 	7.5000810102e-01 	1.2726357419e-09 	4.6373815300e-13 	
768 	 7.6178889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.8611706268e-20 	8.0941472001e-06 	7.5000810104e-01 	1.2580676817e-09 	4.6373815300e-13 	
769 	 7.6278889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.8284183594e-20 	8.0941616213e-06 	7.5000810105e-01 	1.2436663843e-09 	4.6373815300e-13 	
770 	 7.6378889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.7960410123e-20 	8.0941758778e-06 	7.5000810107e-01 	1.2294299408e-09 	4.6373815300e-13 	
771 	 7.6478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.7640342937e-20 	8.0941899715e-06 	7.5000810108e-01 	1.2153564641e-09 	4.6373815300e-13 	
772 	 7.6578889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.7323939610e-20 	8.0942039043e-06 	7.5000810110e-01 	1.2014440886e-09 	4.6373815300e-13 	
773 	 7.6678889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.7011158201e-20 	8.0942176780e-06 	7.5000810111e-01 	1.1876909703e-09 	4.6373815300e-13 	
774 	 7.6778889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.6701957250e-20 	8.0942312945e-06 	7.5000810112e-01 	1.1740952861e-09 	4.6373815300e-13 	
775 	 7.6878889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.6396295770e-20 	8.0942447555e-06 	7.5000810114e-01 	1.1606552337e-09 	4.6373815300e-13 	
776 	 7.6978889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.6094133244e-20 	8.0942580629e-06 	7.5000810115e-01 	1.1473690318e-09 	4.6373815300e-13 	
777 	 7.7078889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.5795429620e-20 	8.0942712183e-06 	7.5000810116e-01 	1.1342349190e-09 	4.6373815300e-13 	
778 	 7.7178889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.5500145303e-20 	8.0942842236e-06 	7.5000810118e-01 	1.1212511545e-09 	4.6373815300e-13 	
779 	 7.7278889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.5208241151e-20 	8.0942970803e-06 	7.5000810119e-01 	1.1084160172e-09 	4.6373815300e-13 	
780 	 7.7378889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.4919678471e-20 	8.0943097904e-06 	7.5000810120e-01 	1.0957278056e-09 	4.6373815300e-13 	
781 	 7.7478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.4634419013e-20 	8.0943223553e-06 	7.5000810121e-01 	1.0831848380e-09 	4.6373815300e-13 	
782 	 7.7578889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.4352424965e-20 	8.0943347769e-06 	7.5000810123e-01 	1.0707854517e-09 	4.6373815300e-13 	
783 	 7.7678889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.4073658946e-20 	8.0943470566e-06 	7.5000810124e-01 	1.0585280032e-09 	4.6373815300e-13 	
784 	 7.7778889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.3798084006e-20 	8.0943591962e-06 	7.5000810125e-01 	1.0464108675e-09 	4.6373815300e-13 	
785 	 7.7878889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.3525663614e-20 	8.0943711973e-06 	7.5000810126e-01 	1.0344324385e-09 	4.6373815300e-13 	
786 	 7.7978889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.3256361662e-20 	8.0943830614e-06 	7.5000810127e-01 	1.0225911286e-09 	4.6373815300e-13 	
787 	 7.8078889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.2990142450e-20 	8.0943947901e-06 	7.5000810129e-01 	1.0108853679e-09 	4.6373815300e-13 	
788 	 7.8178889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.2726970692e-20 	8.0944063850e-06 	7.5000810130e-01 	9.9931360488e-10 	4.6373815300e-13 	
789 	 7.8278889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.2466811501e-20 	8.0944178475e-06 	7.5000810131e-01 	9.8787430564e-10 	4.6373815300e-13 	
790 	 7.8378889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.2209630393e-20 	8.0944291793e-06 	7.5000810132e-01 	9.7656595384e-10 	4.6373815300e-13 	
791 	 7.8478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.1955393278e-20 	8.0944403817e-06 	7.5000810133e-01 	9.6538705051e-10 	4.6373815300e-13 	
792 	 7.8578889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.1704066454e-20 	8.0944514563e-06 	7.5000810134e-01 	9.5433611383e-10 	4.6373815300e-13 	
793 	 7.8678889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.1455616608e-20 	8.0944624046e-06 	7.5000810135e-01 	9.4341167894e-10 	4.6373815300e-13 	
794 	 7.8778889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.1210010805e-20 	8.0944732280e-06 	7.5000810136e-01 	9.3261229776e-10 	4.6373815300e-13 	
795 	 7.8878889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.0967216491e-20 	8.0944839278e-06 	7.5000810138e-01 	9.2193653877e-10 	4.6373815300e-13 	
796 	 7.8978889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.0727201481e-20 	8.0944945056e-06 	7.5000810139e-01 	9.1138298687e-10 	4.6373815300e-13 	
797 	 7.9078889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.0489933960e-20 	8.0945049628e-06 	7.5000810140e-01 	9.0095024311e-10 	4.6373815300e-13 	
798 	 7.9178889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.0255382477e-20 	8.0945153006e-06 	7.5000810141e-01 	8.9063692460e-10 	4.6373815300e-13 	
799 	 7.9278889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	2.0023515942e-20 	8.0945255206e-06 	7.5000810142e-01 	8.8044166426e-10 	4.6373815300e-13 	
800 	 7.9378889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.9794303619e-20 	8.0945356239e-06 	7.5000810143e-01 	8.7036311065e-10 	4.6373815300e-13 	
801 	 7.9478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.9567715126e-20 	8.0945456120e-06 	7.5000810144e-01 	8.6039992781e-10 	4.6373815300e-13 	
802 	 7.9578889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.9343720426e-20 	8.0945554862e-06 	7.5000810145e-01 	8.5055079508e-10 	4.6373815300e-13 	
803 	 7.9678889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.9122289828e-20 	8.0945652478e-06 	7.5000810146e-01 	8.4081440691e-10 	4.6373815300e-13 	
804 	 7.9778889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.8903393982e-20 	8.0945748980e-06 	7.5000810147e-01 	8.3118947270e-10 	4.6373815300e-13 	
805 	 7.9878889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.8687003870e-20 	8.0945844382e-06 	7.5000810148e-01 	8.2167471660e-10 	4.6373815300e-13 	
806 	 7.9978889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.8473090809e-20 	8.0945938697e-06 	7.5000810148e-01 	8.1226887741e-10 	4.6373815300e-13 	
807 	 8.0078889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.8261626444e-20 	8.0946031935e-06 	7.5000810149e-01 	8.0297070832e-10 	4.6373815300e-13 	
808 	 8.0178889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.8052582745e-20 	8.0946124111e-06 	7.5000810150e-01 	7.9377897682e-10 	4.6373815300e-13 	
809 	 8.0278889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.7845932002e-20 	8.0946215235e-06 	7.5000810151e-01 	7.8469246451e-10 	4.6373815300e-13 	
810 	 8.0378889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.7641646823e-20 	8.0946305320e-06 	7.5000810152e-01 	7.7570996693e-10 	4.6373815300e-13 	
811 	 8.0478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.7439700127e-20 	8.0946394379e-06 	7.5000810153e-01 	7.6683029339e-10 	4.6373815300e-13 	
812 	 8.0578889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.7240065147e-20 	8.0946482422e-06 	7.5000810154e-01 	7.5805226686e-10 	4.6373815300e-13 	
813 	 8.0678889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.7042715420e-20 	8.0946569461e-06 	7.5000810155e-01 	7.4937472378e-10 	4.6373815300e-13 	
814 	 8.0778889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.6847624786e-20 	8.0946655509e-06 	7.5000810156e-01 	7.4079651388e-10 	4.6373815300e-13 	
815 	 8.0878889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.6654767384e-20 	8.0946740575e-06 	7.5000810156e-01 	7.3231650009e-10 	4.6373815300e-13 	
816 	 8.0978889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.6464117652e-20 	8.0946824672e-06 	7.5000810157e-01 	7.2393355835e-10 	4.6373815300e-13 	
817 	 8.1078889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.6275650317e-20 	8.0946907810e-06 	7.5000810158e-01 	7.1564657744e-10 	4.6373815300e-13 	
818 	 8.1178889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.6089340396e-20 	8.0946990001e-06 	7.5000810159e-01 	7.0745445891e-10 	4.6373815300e-13 	
819 	 8.1278889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.5905163195e-20 	8.0947071255e-06 	7.5000810160e-01 	6.9935611683e-10 	4.6373815300e-13 	
820 	 8.1378889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.5723094299e-20 	8.0947151583e-06 	7.5000810161e-01 	6.9135047774e-10 	4.6373815300e-13 	
821 	 8.1478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.5543109574e-20 	8.0947230995e-06 	7.5000810161e-01 	6.8343648044e-10 	4.6373815300e-13 	
822 	 8.1578889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.5365185162e-20 	8.0947309503e-06 	7.5000810162e-01 	6.7561307592e-10 	4.6373815300e-13 	
823 	 8.1678889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.5189297478e-20 	8.0947387116e-06 	7.5000810163e-01 	6.6787922712e-10 	4.6373815300e-13 	
824 	 8.1778889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.5015423209e-20 	8.0947463845e-06 	7.5000810164e-01 	6.6023390891e-10 	4.6373815300e-13 	
825 	 8.1878889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.4843539305e-20 	8.0947539700e-06 	7.5000810164e-01 	6.5267610784e-10 	4.6373815300e-13 	
826 	 8.1978889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.4673622984e-20 	8.0947614691e-06 	7.5000810165e-01 	6.4520482210e-10 	4.6373815300e-13 	
827 	 8.2078889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.4505651721e-20 	8.0947688827e-06 	7.5000810166e-01 	6.3781906134e-10 	4.6373815300e-13 	
828 	 8.2178889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.4339603251e-20 	8.0947762119e-06 	7.5000810167e-01 	6.3051784654e-10 	4.6373815300e-13 	
829 	 8.2278889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.4175455564e-20 	8.0947834576e-06 	7.5000810167e-01 	6.2330020988e-10 	4.6373815300e-13 	
830 	 8.2378889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.4013186901e-20 	8.0947906208e-06 	7.5000810168e-01 	6.1616519464e-10 	4.6373815300e-13 	
831 	 8.2478889466e+05 	  1.0000000000e+02 	 0.0000000000e+00 	6.1520498050e+03 	2.0663742070e+02 	3.3400000000e-02 	1.4600000000e-03 	1.1900000000e-05 	2.8000000000e+00 	1.3852775753e-20 	8.0947977024e-06 	7.5000810169e-01 	6.0911185503e-10 	4.6373815300e-13 	
